"PAX5"	"CD19"	"CD34"	"HLA-DR"	"CD24"	"CD43"	"CD38"	"TDT"	"CD58"	"IGMi"	"CD127"	"CD45"	"CD123"	"CD179a"	"tIKAROS"	"CD20"	"CD22"	"RAG1"	"CD179b"	"IGMs"	"TSLPR"	"CD79b"	"CD10"
"14"	0.726231071926794	0.740850421683803	0.618820249523924	1.08995731655919	0.63756674359826	0.902613824120935	0.639298136082321	0.752853243075375	0.55626020014518	0.721539781728443	0.66383592469222	0.734856124863463	0.828211914499589	0.684680752207273	0.581595244636656	0.561029052080159	0.716562162867051	0.70274061863887	0.676330314865438	0.998749401605641	0.804575249406314	1.03471380641059	1.24196643639047
"8"	1.30329068878052	0.81934832197358	1.17460122434604	1.28480585495722	0.896037163130039	0.892833666140902	0.584597909756767	1.42766849754099	0.681392493405783	0.788574082368338	0.621041418421508	0.558403567018027	0.657757942951339	1.11336382543463	0.5	0.5	0.554033816061302	0.596749315217654	1.19084887087234	0.81577000003441	0.973705090972237	1.27088667774776	1.72740327889948
"1"	0.934922779730813	0.75758421117457	0.80802270715897	1.00006206945778	0.920998767869002	0.568766767044531	0.80372470696893	0.85311283919406	0.577059797605918	0.575753969986804	0.720007740682686	0.69927605385365	1.29568857538598	1.42493157456134	0.774395442370244	0.84487054079539	0.748595848229926	0.768347464514752	1.0249300133208	0.814511904921634	0.742660657838364	0.607268724913903	0.896261295772132
"23"	2.44770564754558	0.862861660669894	0.817225608955429	0.967492928081183	0.83856696415087	0.84275571264752	0.777958224094112	0.915967985504016	0.766983109471604	0.755731631300776	0.70145476861358	0.569479543855509	0.849608860941373	1.01314433489915	1.19310780539161	0.641354688296731	0.750354957456141	0.727526646069779	0.950678020124024	0.903538930519073	0.810018536715911	0.849666371471729	1.85435959570594
"45"	0.995509368320815	1.09421373091614	1.03672453285386	1.2429380360572	1.40433423411134	1.32925384956315	2.23024314564478	1.02831503873901	0.942605561533735	3.28031801356335	0.5	1.06628602965937	0.876539206403654	0.5	1.06475095061383	1.24067072200306	0.667580460706244	0.588239410656522	0.676732839168561	0.563969778674036	0.5	0.6830404358294	1.1057643029486
"46"	1.25141549695745	1.18384315070369	1.60700872759644	1.0258711028408	1.48125906100585	2.84031132151558	1.41226296079465	1.52287141381801	1.09575132766978	0.946720052885794	0.5	0.5	0.5	0.564824294111008	0.642629166603666	0.5	0.5	0.5	0.565443390221418	1.15305232067263	0.5	1.51947890884287	1.54527941639401
"38"	1.54762919261843	1.65228949324136	1.94095161090828	1.79490645621138	1.31886955450567	1.7682176332625	0.997747770241064	0.837887247522249	1.07480469676902	0.5	0.5	0.796904399265215	0.734549548106198	0.5	0.910157182120335	1.47872772018986	0.5	0.5	0.5	0.5	0.5	0.5	0.893117140523255
"39"	1.27071056693413	1.368117722828	1.41802594875966	1.83843566988659	1.49142498913998	1.39230397806986	1.41429517912931	1.32101622491798	0.96519101459234	0.5	0.5	0.5	0.5	0.5	0.58132889399664	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1.23737116883876
"47"	1.26746179041096	1.29470760329375	1.78080215783652	2.02205387788732	1.8677088591256	2.56969579472973	1.67470547703678	1.01689542105332	1.02919483865084	0.985768828580051	0.5	0.5	1.45489781571882	0.5	0.5	0.5	0.574956642076318	0.5	0.510622574629187	0.5	0.5	0.5	1.76465560730973
"42"	1.02153275467483	1.30230019802238	1.57692706877799	1.63355722299042	1.65861434960817	1.89386625576359	1.37871176759606	1.18848703632306	1.05377885121457	0.637518100253996	0.5	0.5	0.600162537206325	1.33471475207975	0.5	0.5	0.5	0.5	1.02549814294819	0.544673122825445	0.5	0.5	1.42891729618652
"41"	1.73558688511426	1.42933909521878	0.9648684587025	1.55915796010225	1.55951193624138	1.39601286821167	1.86405486225142	0.971063037540486	0.988081141980043	0.653015467040038	0.517505117761075	0.552435042043517	1.15906886739154	0.5	0.5	1.54699845436936	0.5	0.5	0.568695947082487	0.629200876666295	0.5	0.5	1.58388994298876
"40"	1.35377595619721	1.34820843311167	0.931207594043811	2.23469446092781	1.2807046713493	1.74573011848985	1.45069790929637	0.562034413321854	0.891350184653955	0.539907595201871	0.5	0.5	0.5	0.67426285793096	0.5	0.5	0.5	0.5	0.525854304447782	0.5	0.5	0.5	1.26324525859292
"43"	1.12313758545741	1.21579266971058	0.552637126343711	1.35184780719691	1.33995802457169	1.29474137777164	1.62202148581154	0.998801994945948	1.05854677636903	0.829207139801563	0.5	0.5	1.43807585467744	0.5	0.5	0.5	0.5	0.5	0.5	0.581764933305749	0.5	0.5	1.45479497448087
"37"	1.16194524843283	1.24231775120798	1.27027776726775	2.00682543170919	1.32169434088127	1.59589063890486	0.908281089448002	1.27373573859563	1.17860187360192	0.5	0.957909851991573	0.5	0.5	1.03811363032302	0.5	0.5	0.5	0.5	1.13532732308328	0.5	0.5	0.5	0.633804908119386
