"p-IKAROS"	"p-S6"	"p-CREB"	"p-AKT"	"p-PLCg"	"p-STAT5"	"p-4EBP1"	"p-ERK"	"p-Syk"
"30"	0.336452483256473	0.217477861420981	0.151265540948506	0.0660394956601092	0.0815659114045417	0.0661563277155419	0.0651348733203178	0.0498831466645555	0.0480334537971112
"26"	0.253439862358692	0.175388271370926	0.0778245384701955	0.0650885573971262	0.078351712962744	0.0739340442250333	0.0726811669248727	0.052502350247831	0.0575427318457049
"28"	0.59489532796868	0.150433505711	0.325210152131053	0.0436310560849911	0.0625912665491638	0.0494819572663834	0.0455841951151649	0.0368070293961193	0.0134269390288369
"31"	0.549600348865465	0.230953731384835	0.279122110226632	0.0608257098588928	0.0723736461840486	0.0604119171236056	0.0580067006478793	0.0292128436445383	0.0449010325352733
"35"	0.588210961919459	0.112697277324683	0.339399344891799	0.0772961895076061	0.0872609060488895	0.0584044717910519	0.054193454044895	0.0446429275751995	0.0516578965797489
"13"	0.542280982214355	0.0110363746397549	0.147620914150464	0.0660570526422574	0.080934393737156	0.0590415182805248	0.0695903191274048	0.0819653926616633	0.0438768107042083
"12"	0.352975486839047	0.0175457892374825	0.117229477524803	0.0820180491243261	0.0925656480248712	0.0850889243598302	0.0544059590705972	0.0805912548849657	0.0575856237899157
"27"	0.150577040247734	0.112046366054025	0	0.0619536608358461	0.0715952166143854	0.0652952856993843	0.0705670213402499	0.0353327276291587	0.0568755783602689
"9"	0.00503637066984391	0.0306605060830222	0.0221387517827272	0.0858662063403638	0.0910338542209729	0.0841870628443628	0.078810211511386	0.0806813425497693	0.084722622960449
"22"	0.072359712282092	0	0.0120904600611639	0.0595417706344473	0.0686088423782605	0.0624797798426716	0.0693151773995667	0.054468109108976	0.0645156161312667
"16"	0.0243356898015377	0.0170338514343491	0.0392484294812994	0.0786107612227849	0.0789501038017397	0.0733013039169138	0.0789776684150355	0.0710574462301756	0.0738044835868423
"21"	0	0.0108337805070253	0.0123125583172698	0.0731084811939492	0.0794891861554535	0.0763031321940825	0.0739000284138537	0.0571651226819157	0.07692898092121
"6"	0.0155731343671017	0.0125971815140065	0.0346664220753866	0.0774565464047701	0.0795895410269014	0.0729269625497457	0.0687217459762192	0.073488197316116	0.0793676367969667
"25"	0.0214545137083586	0.013256952772288	0.0253851894785073	0.0754223566652176	0.0836187583971851	0.0862728956566858	0.0743832764405429	0.0628253626465318	0.0714163267559259
"17"	0.0365544145062187	0.0380300777944245	0.0371447866111764	0.0727983695272613	0.0825577520725193	0.078356119380625	0.0793633143294719	0.0766074630379052	0.0723410186667619
"4"	0.00885148187394211	0.0208432542896908	0.0470189485819552	0.0789785002843055	0.0867912902491576	0.0668172646696474	0.0834178586835526	0.0843775233768422	0.0747458147481971
"5"	0.0636304211595133	0.0597699422219421	0.0651959629836655	0.0788644593563732	0.0856183986741627	0.077562369339362	0.084008059775127	0.0782545988879946	0.0808101752914596
"11"	0.0497428326151818	0.0462728530387481	0.0547247268694372	0.0770359438355477	0.0793256612794016	0.0816668586940731	0.0842835333950831	0.0774252257400774	0.0813267188796764
