"NCAM"	"CD133"	"TUJ1"	"CD15"	"CD49F"	"HLA-DR"	"Nestin"	"CD34"	"PDGFRa"	"CD117"	"CD171"	"SOX2"	"CD44"	"GFAP"	"EGFR"	"S100B"
"15"	-1.00490500216257	-0.69629898016462	-0.887281958018751	-0.330340300734815	-0.556207685483498	-0.584915013845148	0.00393728492834925	-0.0822358538891862	0.0398349977056717	0.031026255440753	-0.0501374760229151	-2.59477329987143	-2.24311027965084	-1.14933122333014	-2.4249619775652	4.48183961459746
"20"	-3.1354379784564	-1.17284255482356	-1.67705973965729	-0.314980651877931	-0.539338408900901	-0.911926049621664	-0.0498800629972126	0.0687621147985148	0.0435676019739509	0.0252221723603501	-0.0139015895008265	-4.54243773974269	-2.59119158540037	-1.47013068808696	-1.39987162471218	4.18279532700648
"19"	-2.28203971831211	-1.50808968596162	-0.18029018602194	-0.277433063420274	-0.432377536124393	-0.935909852710707	0.371280701484303	-0.0409628123942751	0.0684999417988802	0.0397475087118443	0.00115772418902304	-2.1556559488013	-3.49398914131156	-1.69902825318552	-2.22158181344725	-1.64900918477196
"23"	-1.16972049410276	-1.18873468627163	0.0655983103392905	-0.28824933109762	-0.476153617845921	-0.746724505032492	-0.0683415332535132	-0.0601653294981219	0.063139844253984	0.0489569072812352	-0.0128813701014292	-1.5130685716976	-2.27427660334136	-0.597758357198672	-2.26098113539548	0.120795687337086
"1"	-1.49237384509953	-1.52847400685815	-0.423579623348428	-0.316240710084571	-0.483870061387653	-0.653378215929517	-0.0949021676446568	0.118187807349288	0.0423563915109242	0.0894042106293023	0.0524810265397623	-1.65944353292168	-1.65626778973026	-1.12432149612435	-2.27780707874945	-1.31281895635145
"2"	0.953076778611964	0.792016838709029	1.42093652727782	0.595439034985944	0.418627834758944	0.667785226127912	-0.0164212550460595	-0.017980893304302	-0.0294208557547066	0.161725597905097	0.0177925247075423	4.26640464898323	-3.54950890327434	-4.27983185206507	-2.3614378788107	6.22327965288882
"7"	0.874614254394351	0.553551950042729	0.946929575899185	1.0656970374953	-0.359361301463847	-0.87051744845584	-0.070258400961061	-0.0687083449158886	-0.0540515892229874	0.0205985443287881	-0.00610745040049064	5.86614007929481	-3.48556411311149	-5.07996854521837	-2.22213302078391	4.5584873807344
"10"	0.655224971721887	-0.76213956707348	0.476103284215049	0.679551768556929	-0.555321576947246	-1.01259784604264	-0.0602237828088659	-0.0365800301614164	-0.00593900070735565	0.00792077640371906	0.000424975616737915	4.18970284430965	-3.57031210089406	-3.89677691399022	-2.35024462863628	4.23522205848745
"3"	0.732326606339434	0.725388698623174	0.865109960225062	-0.344260297180218	0.481611863776049	0.675330465371476	0.0460964131411774	-0.00551817670427756	0.0146162910565111	0.0991895429224903	0.135502586663206	-0.749272530813935	-3.58685498143261	-2.21915539044538	-2.33687583705492	5.16972968885042
"11"	-1.03044707323959	0.680821715495733	0.719222884843732	-0.373086925957279	-0.488821767315841	-0.850124127910481	-0.0887724203626903	-0.0760507268193434	0.0307769358103339	0.0224823285278808	-0.0534691111210953	-0.536675343776215	-3.63411140840259	-2.94143806007509	-2.42080613886992	4.78590426524249
